Author,Date,Area,,,,
Mikhail Petrov ,Wed Mar 11 23:37:09 2020,300,,,,
Mikhail Zaslonko ,Thu Jan 30 22:16:33 2020,-800,,,,
Mikita Lipski ,Fri Jan 31 09:51:23 2020,-500,,,,
Miklos Szeredi ,Fri Mar 13 15:42:20 2020,100,,,,
Mikulas Patocka ,Mon Feb 24 10:20:30 2020,100,,,,
Milan Broz ,Mon Jan 6 10:11:47 2020 ,100,,,,
Milan Pandurov ,Fri Dec 13 14:07:21 2019,100,,,,
Miles Chen ,Thu Jan 2 15:10:16 2020 ,-800,,,,
Milind Parab ,Mon Jan 13 03:30:43 2020,0,,,,
Mimi Zohar ,Thu Jan 23 17:24:35 2020,-500,,,,
Min Guo ,Wed Jan 15 07:25:45 2020,-600,,,,
Minas Harutyunyan ,Tue Jan 21 14:17:07 2020,400,,,,
Ming Lei ,Thu Mar 12 17:15:48 2020,800,,,,
Miquel Raynal ,Mon Jan 27 17:49:15 2020,100,,,,
Miroslav Benes ,Mon Jan 13 13:49:07 2020,100,,,,
Mohammed Gamal ,Tue Jan 14 15:09:50 2020,200,,,,
Mohan Kumar ,Thu Feb 6 15:40:53 2020 ,530,,,,
Mohit P. Tahiliani ,Wed Jan 22 23:52:33 2020,530,,,,
Moni Shoua ,Wed Jan 15 14:43:36 2020,200,,,,
Monk Liu ,Sat Feb 8 19:01:21 2020 ,800,,,,
Mordechay Goodstein ,Fri Jan 31 15:45:30 2020,200,,,,
Moritz Fischer ,Tue Feb 4 15:01:18 2020 ,-800,,,,
Moshe Shemesh ,Thu Jan 23 19:57:13 2020,200,,,,
Murphy Zhou ,Sat Mar 14 11:38:31 2020,800,,,,
Nagarjuna Kristam ,Fri Oct 18 15:08:16 2019,530,,,,
Naoto Kobayashi ,Fri Dec 27 17:05:21 2019,900,,,,
Nariman Etemadi ,Wed Jan 15 17:46:17 2020,100,,,,
Nathan Chancellor ,Thu Jan 30 22:16:37 2020,-800,,,,
Naveen N. Rao ,Thu Feb 20 17:01:32 2020,530,,,,
Navid Emamdoost ,Tue Sep 24 23:37:58 2019,-500,,,,
Neal Cardwell ,Sat Feb 22 11:21:15 2020,-500,,,,
Nicholas Johnson ,Mon Jan 6 15:48:06 2020 ,0,,,,
Nicholas Kazlauskas ,Mon Jan 20 14:56:31 2020,-500,,,,
Nicholas Piggin ,Thu Jul 11 12:24:03 2019,1000,,,,
Nick Black ,Thu Dec 26 15:31:48 2019,-500,,,,
Nick Desaulniers ,Sun Feb 23 11:34:49 2020,-800,,,,
Nick Hu ,Mon Jan 6 10:38:32 2020 ,-800,,,,
Nicola Lunghi ,Sat Jan 25 15:09:17 2020,0,,,,
Nicolai Stange ,Tue Jan 14 11:39:03 2020,100,,,,
Nicolas Belin ,Thu Feb 20 14:15:12 2020,100,,,,
Nicolas Cavallari ,Thu Mar 5 15:04:09 2020 ,100,,,,
Nicolas Dichtel ,Mon Jan 13 09:32:47 2020,100,,,,
Nicolas Ferre ,Mon Feb 10 16:20:53 2020,100,,,,
Nicolas Pitre ,Tue Jan 28 12:50:33 2020,-500,,,,
Nicolas Saenz Julienne ,Wed Feb 26 17:46:00 2020,100,,,,
Nicolin Chen ,Fri Jan 31 18:01:24 2020,-800,,,,
Nigel Kirkland ,Mon Feb 10 16:01:45 2020,-800,,,,
Nikhil Mahale ,Tue Feb 4 15:57:46 2020 ,530,,,,
Nikita Danilov ,Fri Feb 14 18:44:54 2020,300,,,,
Nikita Sobolev ,Fri Jan 31 18:25:23 2020,300,,,,
Niklas Cassel ,Mon Jan 13 21:02:58 2020,100,,,,
Niklas S??derlund ,Fri Jan 17 17:05:54 2020,100,,,,
Niklas Schnelle ,Thu Feb 27 12:17:18 2020,100,,,,
Niko Kortstrom ,Thu Jan 16 11:43:27 2020,200,,,,
Nikola Cornij ,Mon Dec 9 18:54:26 2019 ,-500,,,,
Nikolay Aleksandrov ,Mon Feb 24 18:46:22 2020,200,,,,
Nikolay Borisov ,Mon Jan 27 11:59:26 2020,200,,,,
Nirmoy Das ,Tue Jan 21 15:53:53 2020,100,,,,
Nishad Kamdar ,Thu Jan 9 10:31:47 2020 ,0,,,,
Nitesh Narayan Lal ,Fri Mar 13 09:16:24 2020,-400,,,,
Niu Xilei ,Tue Jan 14 11:12:29 2020,800,,,,
Noah Abradjian ,Tue Dec 17 15:49:14 2019,-500,,,,
Nuno S¨¢ ,Tue Jan 7 13:17:05 2020 ,200,,,,
Oded Gabbay ,Thu Jan 23 00:43:06 2020,200,,,,
Oder Chiou ,Mon Feb 3 02:28:21 2020 ,0,,,,
Ofir Drang ,Thu Jan 16 12:14:42 2020,200,,,,
OGAWA Hirofumi ,Thu Mar 5 22:28:36 2020 ,-800,,,,
Ole Wiedemann ,Fri Dec 13 14:10:32 2019,100,,,,
Oleksandr Suvorov ,Wed Feb 19 13:11:24 2020,0,,,,
Olga Kornievskaia ,Wed Feb 12 17:32:12 2020,-500,,,,
Oliver Neukum ,Thu Nov 21 11:28:10 2019,100,,,,
Oliver O'Halloran ,Mon Feb 17 15:13:43 2020,1100,,,,
Oliver Upton ,Sat Feb 29 11:30:14 2020,-800,,,,
Olivier Moysan ,Wed Mar 4 11:24:06 2020 ,100,,,,
Olof Johansson ,Mon Jan 20 12:14:07 2020,-600,,,,
Omar Sandoval ,Mon Mar 2 14:02:49 2020 ,-800,,,,
Omer Shpigelman ,Sun Jan 5 09:05:45 2020 ,0,,,,
Ondrej Mosnacek ,Mon Feb 3 09:50:23 2020 ,100,,,,
Ong Boon Leong ,Fri Feb 7 15:33:40 2020 ,800,,,,
"Ooi, Joyce ",Sat Jan 4 01:01:55 2020 ,800,,,,
or: Alex Deucher ,Fri Jun 2 17:16:31 2017 ,-400,,,,
or: Kirill A. Shutemov ,Fri Jan 15 16:51:42 2016,-800,,,,
or: Peter Rosin ,Thu Jul 13 18:25:36 2017,200,,,,
Orr Mazor ,Sun Dec 22 14:55:31 2019,0,,,,
Orson Zhai ,Fri Feb 21 01:37:04 2020,800,,,,
Oscar Ravadilla ,Wed Jan 8 13:16:48 2020 ,1300,,,,
Pablo Neira Ayuso ,Fri Mar 6 17:37:28 2020 ,100,,,,
Pali Roh¨¢r ,Sun Jan 12 15:49:59 2020,100,,,,
Pan Xiuli ,Fri Jan 24 15:36:23 2020,-600,,,,
"Pan, Xinhui ",Thu Jan 16 06:09:41 2020,0,,,,
Paolo Abeni ,Tue Jan 21 16:56:33 2020,-800,,,,
Paolo Bonzini ,Sat Mar 14 12:49:37 2020,100,,,,
Paolo Lungaroni ,Wed Mar 11 17:54:06 2020,100,,,,
Paolo Valente ,Mon Feb 3 11:41:00 2020 ,100,,,,
Parav Pandit ,Wed Feb 12 09:26:29 2020,200,,,,
Pascal Paillet ,Fri Jan 10 11:16:05 2020,100,,,,
Patrice Chotard ,Tue Jan 7 11:38:33 2020 ,100,,,,
Patrick Rudolph ,Mon Nov 18 11:19:29 2019,100,,,,
Paul Blakey ,Tue Dec 31 17:04:15 2019,200,,,,
Paul Burton ,Sat Feb 22 09:04:17 2020,-800,,,,
Paul Cercueil ,Tue Dec 24 01:27:08 2019,100,,,,
Paul E. McKenney ,Wed Feb 5 06:34:09 2020 ,-800,,,,
Paul Greenwalt ,Thu Feb 6 01:20:01 2020 ,-800,,,,
Paul Hsieh ,Thu Jan 9 15:11:06 2020 ,800,,,,
Paul Kocialkowski ,Thu Nov 28 16:54:35 2019,100,,,,
Paul Moore ,Mon Feb 24 16:38:57 2020,-500,,,,
Paul Thomas ,Sat Jan 25 17:14:10 2020,-500,,,,
Paulo Alcantara (SUSE) ,Thu Feb 20 19:49:35 2020,-300,,,,
Paulo Miguel Almeida ,Wed Jan 15 23:12:08 2020,1300,,,,
Pavan Chebbi ,Mon Jan 27 04:56:18 2020,-500,,,,
Pavel ,Sun Jan 5 23:36:58 2020 ,100,,,,
Pavel Begunkov ,Fri Mar 13 22:29:14 2020,300,,,,
Pavel Belous ,Fri Feb 14 18:44:57 2020,300,,,,
Pavel Machek ,Thu Jan 2 22:29:35 2020 ,100,,,,
Pawan Gupta ,Fri Jan 10 14:50:54 2020,-800,,,,
Peng Fan ,Sun Jan 19 10:09:32 2020,0,,,,
Peng Hao ,Wed Nov 27 08:30:25 2019,800,,,,
Peng Liu ,Sat Jan 4 21:08:28 2020 ,800,,,,
Peng Wang ,Fri Jan 3 19:44:00 2020 ,800,,,,
Pengcheng Yang ,Tue Jan 14 17:23:40 2020,800,,,,
Per Forlin ,Thu Feb 13 15:37:10 2020,100,,,,
Peter Chen ,Mon Mar 16 11:10:34 2020,800,,,,
Peter Gro??e ,Wed Jan 22 19:01:06 2020,100,,,,
Peter Krystad ,Tue Jan 21 16:56:22 2020,-800,,,,
Peter Mamonov ,Tue Aug 27 17:39:52 2019,300,,,,
Peter Robinson ,Mon Jan 20 14:19:10 2020,0,,,,
Peter Ujfalusi ,Fri Aug 30 13:23:08 2019,300,,,,
Peter Xu ,Thu Jan 9 09:57:16 2020 ,-500,,,,
Peter Zijlstra ,Mon Feb 3 17:37:11 2020 ,-800,,,,
Peter Zijlstra (Intel) ,Sat Jan 11 04:53:39 2020,-500,,,,
Petr ??tetiar ,Thu Feb 27 17:27:34 2020,100,,,,
Petr Machata ,Fri Jan 24 15:23:18 2020,200,,,,
Petr Mladek ,Thu Jan 16 16:31:45 2020,100,,,,
Petr Pavlu ,Mon Feb 10 10:38:14 2020,100,,,,
Petr Vorel ,Tue Jan 28 00:14:39 2020,100,,,,
Phil Elwell ,Thu Jan 16 13:14:02 2020,100,,,,
Philipp Zabel ,Thu Jan 9 17:03:21 2020 ,-800,,,,
Philippe Schenker ,Wed Dec 4 14:13:33 2019 ,0,,,,
Phong LE ,Wed Feb 19 15:13:24 2020,100,,,,
Pierre Morel ,Fri Jan 31 05:02:05 2020,-500,,,,
Pierre-Louis Bossart ,Wed Feb 19 16:21:30 2020,-600,,,,
Pi-Hsun Shih ,Tue Nov 12 19:03:26 2019,800,,,,
Pingfan Liu ,Fri Jan 10 12:54:02 2020,800,,,,
Ping-Ke Shih ,Fri Dec 20 17:21:47 2019,800,,,,
Prabhakar Kushwaha ,Sat Jan 25 03:37:29 2020,0,,,,
Prabhath Sajeepa ,Mon Mar 9 15:07:53 2020 ,-600,,,,
Pragat Pandya ,Sat Jan 11 19:52:33 2020,530,,,,
Prashant Malani ,Tue Jan 14 15:22:20 2020,-800,,,,
Pratham Pratap ,Mon Mar 2 21:44:43 2020 ,0,,,,
Praveen Chaudhary ,Thu Jan 23 12:33:28 2020,-800,,,,
Prike Liang ,Wed Mar 4 10:36:21 2020 ,800,,,,
Qais Yousef ,Tue Jan 14 21:09:47 2020,0,,,,
Qian Cai ,Sat Mar 21 18:22:34 2020,-700,,,,
Qianggui Song ,Mon Dec 16 20:36:44 2019,800,,,,
Qing Xu ,Thu Jan 2 10:39:27 2020 ,800,,,,
Qiujun Huang ,Thu Jan 30 22:12:10 2020,-800,,,,
Qu Wenruo ,Fri Jan 24 07:58:20 2020,800,,,,
Quanyang Wang ,Tue Jan 14 13:43:11 2020,800,,,,
Quentin Deslandes ,Tue Jan 21 10:40:24 2020,0,,,,
Raag Jadav ,Sun Jan 19 16:58:59 2020,530,,,,
Raed Salem ,Tue Dec 24 09:54:45 2019,200,,,,
Rafa?? Mi??ecki ,Thu Dec 26 14:30:50 2019,100,,,,
Rafael J. Wysocki ,Tue Mar 10 09:52:04 2020,100,,,,
Rahul Lakkireddy ,Fri Jan 17 18:21:47 2020,530,,,,
Rajan Vaja ,Wed Dec 4 22:35:58 2019 ,-800,,,,
Rakesh Pillai ,Tue Jan 21 12:42:28 2020,530,,,,
Ralph Campbell ,Thu Jan 30 22:14:44 2020,-800,,,,
Ramuthevar Vadivel Murugan ,Tue Jan 7 14:06:06 2020 ,800,,,,
Ran Wang ,Fri Mar 6 17:23:28 2020 ,800,,,,
Rander Wang ,Fri Jan 10 15:57:29 2020,-600,,,,
Randy Dunlap ,Thu Feb 27 18:09:44 2020,-800,,,,
Ranjani Sridharan ,Wed Jan 29 10:44:48 2020,-800,,,,
Rao Shoaib ,Mon Jan 13 16:41:20 2020,-800,,,,
Rasmus Villemoes ,Thu Feb 13 12:43:42 2020,100,,,,
Raul E Rangel ,Thu Nov 21 14:10:51 2019,-700,,,,
Ravi Bangoria ,Tue Feb 4 10:22:31 2020 ,530,,,,
Ravi Kumar Siddojigari ,Thu Jan 9 16:40:47 2020 ,530,,,,
Ravulapati Vishnu vardhan rao ,Mon Feb 17 16:09:19 2020,530,,,,
Rayagonda Kokatanur ,Fri Jan 10 09:25:24 2020,530,,,,
Razvan Stefanescu ,Fri Feb 7 17:44:04 2020 ,200,,,,
Reinhard Speyerer ,Tue Jan 14 14:29:23 2020,100,,,,
Remi Pommarel ,Sun Mar 8 10:25:56 2020 ,100,,,,
Reto Schneider ,Tue Jan 14 09:48:06 2020,100,,,,
Rhys Perry ,Sun Dec 29 17:18:24 2019,0,,,,
Richard Dodd ,Wed Feb 12 14:22:18 2020,0,,,,
Richard Henderson ,Fri Jan 10 14:54:22 2020,0,,,,
Richard Palethorpe ,Tue Jan 21 14:42:58 2020,100,,,,
Ricky Wu ,Mon Mar 16 10:52:32 2020,800,,,,
Ridge Kennedy ,Tue Feb 4 12:24:00 2020 ,1300,,,,
Rijo Thomas ,Thu Jan 9 18:23:22 2020 ,530,,,,
Rikard Falkeborn ,Sun Feb 23 00:41:25 2020,100,,,,
Ritesh Harjani ,Thu Jan 16 22:33:11 2020,530,,,,
Rob Clark ,Thu Feb 13 12:01:35 2020,-800,,,,
Rob Herring ,Mon Mar 2 11:36:20 2020 ,-600,,,,
Robert Jones ,Wed Jan 8 07:44:24 2020 ,-800,,,,
Robert Marko ,Fri Jan 3 17:14:27 2020 ,100,,,,
Robert Milkowski ,Thu Jan 30 09:43:25 2020,0,,,,
Robert Richter ,Wed Feb 12 13:03:39 2020,100,,,,
Roberto Bergantinos Corpas ,Tue Feb 4 11:32:56 2020 ,100,,,,
Roberto Sassu ,Mon Feb 10 11:00:41 2020,100,,,,
Robin Murphy ,Fri Feb 28 14:18:55 2020,0,,,,
Rocky Liao ,Thu Jan 16 11:22:54 2020,800,,,,
Rodrigo Siqueira ,Tue Jan 7 15:28:43 2020 ,-500,,,,
Roger Quadros ,Mon Dec 23 08:47:35 2019,200,,,,
Rohit Maheshwari ,Wed Feb 19 09:40:22 2020,530,,,,
Roi Dayan ,Wed Oct 23 09:59:36 2019,300,,,,
Roland Scheidegger ,Thu Nov 21 17:44:56 2019,100,,,,
Roman Gushchin ,Mon Jan 13 16:29:16 2020,-800,,,,
Roman Kiryanov ,Wed Feb 19 13:40:06 2020,-800,,,,
Roman Li ,Tue Jan 14 13:56:08 2020,-500,,,,
Roman Penyaev ,Sat Mar 21 18:22:30 2020,-700,,,,
Ronald Tschal??r ,Tue Feb 11 11:47:23 2020,-800,,,,
Ronnie Sahlberg ,Wed Feb 19 06:01:03 2020,1000,,,,
Rui Feng ,Wed Nov 20 09:40:06 2019,800,,,,
Russell Currey ,Tue Dec 24 17:41:26 2019,1100,,,,
Russell King ,Tue Mar 3 15:01:46 2020 ,0,,,,
Sachin agarwal ,Sat Jan 18 16:23:19 2020,530,,,,
Saeed Mahameed ,Tue Jan 21 01:15:28 2020,-800,,,,
Sagi Grimberg ,Sun Jan 26 23:23:28 2020,-800,,,,
Sahitya Tummala ,Fri Jan 3 08:49:28 2020 ,530,,,,
Sai Prakash Ranjan ,Fri Dec 13 12:19:34 2019,530,,,,
Sakari Ailus ,Mon Oct 21 09:29:26 2019,200,,,,
Sam Bobroff ,Fri Feb 7 15:57:31 2020 ,1100,,,,
Sameeh Jubran ,Tue Feb 11 15:17:50 2020,0,,,,
Sameer Pujar ,Sun Jan 19 19:49:23 2020,530,,,,
Sameer Rahmani ,Mon Feb 3 20:15:43 2020 ,0,,,,
Sami Tolvanen ,Fri Dec 6 14:13:37 2019 ,-800,,,,
Samuel Holland ,Mon Feb 17 00:42:22 2020,-600,,,,
Samuel Thibault ,Fri Mar 6 01:30:47 2020 ,100,,,,
Sandeep Sheriker Mallikarjun ,Wed Jan 15 12:59:47 2020,200,,,,
Sara Sharon ,Fri Jan 31 13:12:51 2020,200,,,,
Saravana Kannan ,Fri Feb 21 00:05:10 2020,-800,,,,
Saravanan Sekar ,Thu Jan 23 22:53:38 2020,100,,,,
Sargun Dhillon ,Tue Jan 7 09:59:27 2020 ,-800,,,,
Sascha Hauer ,Wed Dec 4 11:09:58 2019 ,100,,,,
Sasha Levin ,Wed Feb 5 16:32:42 2020 ,-500,,,,
Sasha Neftin ,Wed Jan 8 10:19:24 2020 ,200,,,,
satya priya ,Tue Feb 11 15:43:02 2020,530,,,,
Saurav Girepunje ,Wed Jan 15 07:25:23 2020,-600,,,,
Scott Branden ,Wed Feb 19 14:14:03 2020,-800,,,,
Scott Chen ,Wed Mar 11 14:14:23 2020,800,,,,
Scott Mayhew ,Mon Feb 24 16:29:32 2020,-500,,,,
Scott Wood ,Sat Jan 11 04:53:38 2020,-500,,,,
Sean Christopherson ,Thu Jan 9 14:58:55 2020 ,-500,,,,
Sean Paul ,Thu Jan 30 14:24:55 2020,-500,,,,
Sebastian Andrzej Siewior ,Mon Jan 27 09:39:15 2020,100,,,,
S¨¦bastien Szymanski ,Tue Feb 25 13:39:04 2020,100,,,,
SeongJae Park ,Fri Jan 31 21:52:36 2020,100,,,,
Sergey Gorenko ,Wed Jan 15 13:30:55 2020,0,,,,
Sergey Korolev ,Wed Jan 22 15:39:08 2020,300,,,,
Sergey Matyukevich ,Thu Feb 13 13:16:16 2020,0,,,,
Sergey Organov ,Wed Jan 29 14:21:46 2020,300,,,,
Sergey Zakharchenko ,Thu Oct 3 11:31:23 2019 ,200,,,,
Shakeel Butt ,Mon Mar 9 22:16:06 2020 ,-700,,,,
Shannon Nelson ,Wed Mar 4 09:42:10 2020 ,-800,,,,
Shannon Zhao ,Mon Dec 2 15:42:11 2019 ,800,,,,
Shaokun Zhang ,Tue Jan 14 21:37:42 2020,800,,,,
shaoyunl ,Fri Jan 10 13:27:23 2020,-500,,,,
Shay Bar ,Mon Feb 10 15:07:28 2020,200,,,,
Shengjiu Wang ,Mon Jan 20 15:28:06 2020,800,,,,
Sherry Sun ,Thu Feb 27 16:34:12 2020,800,,,,
Shijie Luo ,Sat Feb 15 03:02:06 2020,-500,,,,
Shile Zhang ,Mon Jan 20 12:14:08 2020,-600,,,,
Shin'ichiro Kawasaki ,Fri Feb 21 10:37:08 2020,900,,,,
Shirish S ,Mon Jan 27 16:35:24 2020,530,,,,
Shuah Khan ,Thu Jan 23 15:32:14 2020,-700,,,,
Shubhrajyoti Datta ,Sat Jan 11 18:44:34 2020,530,,,,
Shuming Fan ,Thu Jan 16 17:18:54 2020,800,,,,
Shyam Kumar Thella ,Thu Jan 16 16:10:59 2020,0,,,,
Shyam Prasad N ,Mon Mar 9 01:35:09 2020 ,-700,,,,
Shyjumon N ,Thu Feb 6 13:17:25 2020 ,-700,,,,
Sibi Sankar ,Thu Jan 23 18:42:36 2020,530,,,,
Siddhesh Poyarekar ,Mon Jan 13 22:11:58 2020,530,,,,
Simon Schwartz ,Tue Dec 10 17:41:37 2019,-500,,,,
Song Liu ,Tue Feb 4 13:50:37 2020 ,-800,,,,
Srinivas Kandagatla ,Thu Mar 12 15:25:10 2020,0,,,,
Srinivas Neeli ,Fri Dec 20 12:28:16 2019,530,,,,
Srinivas Pandruvada ,Tue Jan 14 11:22:17 2020,-800,,,,
Stanislav Fomichev ,Fri Jan 17 17:05:46 2020,-800,,,,
Stanislav Lisovskiy ,Fri Jan 10 00:05:47 2020,200,,,,
Stanley Chu ,Fri Jan 17 11:51:08 2020,800,,,,
Stanley.Yang ,Wed Mar 11 16:39:47 2020,800,,,,
Stefan Haberland ,Thu Mar 12 14:17:15 2020,100,,,,
Stefan Mavrodiev ,Fri Jan 10 16:11:39 2020,200,,,,
Stefan Metzmacher ,Wed Jan 29 14:39:41 2020,100,,,,
Stefan Popa ,Thu Jan 16 15:11:47 2020,200,,,,
Stefan Schaeckeler ,Wed Dec 11 22:17:02 2019,-800,,,,
Stefan Wahren ,Sun Feb 23 14:02:56 2020,100,,,,
Stefano Brivio ,Fri Feb 21 03:04:22 2020,100,,,,
Stefano Garzarella ,Wed Feb 26 11:58:18 2020,100,,,,
Steffen Klassert ,Sat Jan 25 11:26:45 2020,100,,,,
Stephan Gerhold ,Fri Feb 14 12:03:24 2020,100,,,,
Stephen Boyd ,Tue Feb 25 08:57:00 2020,-800,,,,
Stephen Hemminger ,Mon Jan 27 06:40:36 2020,-800,,,,
Stephen Kitt ,Fri Feb 21 21:57:33 2020,100,,,,
Stephen Rothwell ,Tue Jan 28 15:42:27 2020,1100,,,,
Stephen Smalley ,Fri Jan 17 15:24:07 2020,-500,,,,
Stephen Worley ,Fri Jan 24 16:53:27 2020,-500,,,,
Steve French ,Wed Feb 19 23:59:32 2020,-600,,,,
Steven Clarkson ,Thu Jan 30 16:48:16 2020,-800,,,,
Steven Price ,Mon Dec 16 11:56:31 2019,0,,,,
Steven Rostedt (VMware) ,Fri Mar 6 17:08:57 2020 ,200,,,,
Su Yanjun ,Wed Dec 25 11:37:57 2019,800,,,,
Su Yue ,Fri Jan 10 14:11:33 2020,200,,,,
Sudarsana Reddy Kalluru ,Wed Feb 5 05:10:55 2020 ,-800,,,,
Sudheesh Mavila ,Wed Feb 26 12:40:45 2020,530,,,,
Sukadev Bhattiprolu ,Mon Jan 6 18:02:37 2020 ,-800,,,,
Suman Anna ,Mon Feb 24 15:26:43 2020,-600,,,,
Sun Ke ,Wed Jan 22 11:18:57 2020,800,,,,
Sung Lee ,Tue Feb 4 15:49:54 2020 ,-500,,,,
Sunil Goutham ,Mon Jan 27 18:35:31 2020,530,,,,
Sunil Muthuswamy ,Tue Jan 14 00:52:14 2020,0,,,,
Suraj Jitindar Singh ,Tue Feb 18 19:08:51 2020,-800,,,,
Suravee Suthikulpanit ,Fri Feb 21 08:52:17 2020,-600,,,,
Suren Baghdasaryan ,Mon Feb 3 13:22:16 2020 ,-800,,,,
Sushma Kalakota ,Wed Jan 8 15:05:10 2020 ,-700,,,,
Suzuki K Poulose ,Mon Jan 13 23:30:23 2020,0,,,,
Sven Auhagen ,Sat Jan 25 08:07:03 2020,0,,,,
Sven Eckelmann ,Sun Feb 16 13:02:06 2020,100,,,,
Sven Schnelle ,Tue Jan 21 12:31:47 2020,100,,,,
Sven Van Asbroeck ,Thu Sep 19 11:11:37 2019,-400,,,,
"Swaminathan, Nivedita ",Thu Dec 12 12:30:25 2019,-800,,,,
SZ Lin (ÁÖÉÏÖÇ) ,Sun Mar 1 00:09:58 2020 ,800,,,,
Taehee Yoo ,Thu Feb 27 12:26:15 2020,0,,,,
Taejoon Song ,Thu Jan 30 22:15:22 2020,-800,,,,
Takashi Iwai ,Mon Mar 16 10:05:06 2020,100,,,,
Takashi Sakamoto ,Mon Jan 13 17:46:30 2020,900,,,,
"Tan, Tee Min ",Fri Feb 7 15:34:15 2020 ,800,,,,
tangbin ,Thu Mar 5 09:38:23 2020 ,800,,,,
Taniya Das ,Tue Feb 11 17:43:56 2020,530,,,,
Tariq Toukan ,Mon Jan 27 14:18:14 2020,200,,,,
Tejas Patel ,Wed Dec 4 22:35:59 2019 ,-800,,,,
Tejun Heo ,Fri Jan 17 11:54:35 2020,-800,,,,
Tero Kristo ,Wed Dec 11 08:07:18 2019,-600,,,,
Tetsuhiro Kohada ,Thu Jan 23 19:24:45 2020,900,,,,
Tetsuo Handa ,Tue Feb 4 13:08:44 2020 ,900,,,,
Thadeu Lima de Souza Cascardo ,Fri Jan 31 12:56:55 2020,-300,,,,
Theodore Dubois ,Mon Jan 20 14:10:53 2020,-800,,,,
Theodore Ts'o ,Sun Feb 23 14:54:58 2020,-500,,,,
Thierry Reding ,Tue Jan 14 13:38:21 2020,100,,,,
Thinh Nguyen ,Wed Dec 18 18:14:56 2019,-800,,,,
Thomas Bogendoerfer ,Sat Mar 7 10:00:22 2020 ,100,,,,
Thomas Gleixner ,Sun Mar 15 10:53:11 2020,100,,,,
Thomas Hebb ,Mon Jan 20 06:09:06 2020,-800,,,,
Thomas Hellstrom ,Fri Nov 22 09:34:35 2019,100,,,,
Thomas Renninger ,Fri Jan 17 08:55:54 2020,100,,,,
Thomas Richter ,Mon Feb 17 11:21:11 2020,100,,,,
Thomas Zimmermann ,Tue Dec 10 13:43:22 2019,100,,,,
Thommy Jakobsson ,Mon Feb 24 17:26:43 2020,100,,,,
Tian Tao ,Tue Jan 14 10:57:39 2020,800,,,,
Tianci.Yin ,Fri Feb 28 17:10:21 2020,800,,,,
Tianjia Zhang ,Mon Feb 10 20:44:40 2020,800,,,,
Tianlin Li ,Tue Dec 17 13:45:28 2019,-600,,,,
Tianyu Lan ,Sat Jan 25 16:50:47 2020,-500,,,,
Tiecheng Zhou ,Wed Jan 8 13:44:29 2020 ,800,,,,
Tiezhu Yang ,Mon Feb 3 17:10:45 2020 ,800,,,,
Tim Harvey ,Wed Feb 19 15:19:36 2020,-800,,,,
Tina Zhang ,Thu Feb 27 09:00:41 2020,800,,,,
Tobias Klauser ,Wed Feb 26 18:29:53 2020,100,,,,
Tobias Schramm ,Thu Jan 9 08:31:29 2020 ,100,,,,
Toke H??iland-J??rgensen ,Mon Feb 17 18:17:01 2020,100,,,,
Tom Lendacky ,Thu Jan 9 17:42:16 2020 ,-600,,,,
Tom St Denis ,Thu Jan 9 10:37:56 2020 ,-500,,,,
Tom Zanussi ,Fri Feb 14 16:56:41 2020,-600,,,,
Tom Zhao ,Thu Mar 5 11:38:45 2020 ,0,,,,
Tomas Henzl ,Tue Feb 4 16:24:13 2020 ,100,,,,
Tomas Novotny ,Tue Feb 18 16:44:51 2020,100,,,,
Tomas Paukrt ,Wed Jan 22 21:10:39 2020,100,,,,
Tomas Winkler ,Fri Jan 24 02:14:55 2020,200,,,,
Tomasz Duszynski ,Fri Dec 13 22:38:08 2019,100,,,,
Tomer Maimon ,Wed Jan 15 18:23:00 2020,200,,,,
Tomeu Vizoso ,Wed Feb 12 14:22:36 2020,-600,,,,
Tomi Valkeinen ,Mon Dec 9 10:27:07 2019 ,200,,,,
Tommi Rantala ,Thu Mar 5 10:37:14 2020 ,200,,,,
Tony Fischetti ,Thu Mar 12 12:16:06 2020,-400,,,,
Tony Lindgren ,Fri Feb 21 09:29:45 2020,-800,,,,
Tony Luck ,Tue Feb 25 17:17:37 2020,-800,,,,
Tony Nguyen ,Thu Feb 6 01:20:13 2020 ,-800,,,,
Tony W Wang-oc ,Wed Jan 15 16:22:19 2020,800,,,,
Topi Kuutela ,Mon Dec 9 16:10:50 2019 ,530,,,,
Trond Myklebust ,Thu Feb 13 14:51:07 2020,-500,,,,
Tudor Ambarus ,Fri Feb 28 15:55:32 2020,0,,,,
Tuong Lien ,Mon Feb 10 15:35:44 2020,700,,,,
Tvrtko Ursulin ,Thu Jan 16 13:45:08 2020,0,,,,
Tycho Andersen ,Sat Feb 8 08:18:17 2020 ,-700,,,,
Tyler Hicks ,Thu Feb 13 21:25:54 2020,0,,,,
Tyrel Datwyler ,Mon Jan 20 14:10:02 2020,-800,,,,
Tzu-En Huang ,Fri Dec 20 17:21:51 2019,800,,,,
Tzung-Bi Shih ,Mon Feb 17 11:16:52 2020,800,,,,
Ulf Hansson ,Wed Mar 11 10:20:36 2020,100,,,,
Ulrich Weber ,Tue Jan 14 15:19:43 2020,100,,,,
Ursula Braun ,Tue Feb 25 16:34:36 2020,100,,,,
Uwe Kleine-K??nig ,Thu Oct 24 10:08:29 2019,200,,,,
Vadim Pasternak ,Mon Jan 13 15:08:41 2020,0,,,,
